"Genome ID","Genome Name","Version","Species Identifier","No. Matched Families","No. Complete Alleles","Kernel Size (nts)","% Kernel Matched","Pathogenwatch Reference"
"5bd1ff443085e8002dd9e6e8","ERS1545635","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6e9","ERS1545629","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6ea","ERS1545637","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6eb","ERS1545636","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6ec","ERS1545638","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6ed","ERS1545641","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6ee","ERS1545642","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6ef","ERS1545639","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f0","ERS1545644","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f1","ERS1545645","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f2","ERS1545640","v1","90370",3283,3283,3283,100,"007898"
"5bd1ff443085e8002dd9e6f3","ERS1545647","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f4","ERS1545643","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f5","ERS1545649","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f6","ERS1545650","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f7","ERS1545651","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f8","ERS1545652","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6f9","ERS1545648","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6fa","ERS1545654","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6fb","ERS1545655","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6fc","ERS1545656","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6fd","ERS1545653","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6fe","ERS1545657","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6ff","ERS1545197","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff443085e8002dd9e700","ERS1545200","v1","90370",3281,3280,3281,99.9,"007898"
"5bd1ff443085e8002dd9e701","ERS1545201","v1","90370",3284,3289,3290,100,"ERL041834"
"5bd1ff443085e8002dd9e702","ERS1545202","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e703","ERS1545203","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e704","ERS1545206","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e705","ERS1545205","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e706","ERS1545207","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e707","ERS1545208","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e708","ERS1545212","v1","90370",3283,3283,3283,100,"007898"
"5bd1ff443085e8002dd9e709","ERS1545211","v1","90370",3277,3276,3277,99.8,"007898"
"5bd1ff443085e8002dd9e70a","ERS1545209","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e70b","ERS1545214","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e70c","ERS1545213","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e70d","ERS1545216","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e70e","ERS1545217","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e70f","ERS1545218","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e710","ERS1545220","v1","90370",3284,3283,3284,100,"007898"
"5bd1ff443085e8002dd9e711","ERS1545219","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e712","ERS1545204","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e713","ERS1545221","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e714","ERS1545223","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff443085e8002dd9e715","ERS1545222","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e71b","010032TY","v1","90370",3284,3283,3284,100,"UI4692"
"5bd1ff443085e8002dd9e728","020067TY","v1","90370",3283,3278,3283,100,"ST1921-06"
"5bd1ff443085e8002dd9e731","030105TY","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff443085e8002dd9e732","040034TY","v1","90370",3283,3282,3284,100,"ERL041834"
"5bd1ff443085e8002dd9e737","040054TY","v1","90370",3283,3282,3284,100,"ERL041834"
"5bd1ff443085e8002dd9e73d","050021TY","v1","90370",3282,3280,3282,99.9,"UI4692"
"5bd1ff443085e8002dd9e742","070050TY","v1","90370",3255,3259,3260,99.1,"ERL041834"
"5bd1ff443085e8002dd9e748","090027TY","v1","90370",3283,3281,3283,100,"007898"
"5bd1ff443085e8002dd9e751","110024TY","v1","90370",3281,3276,3281,99.9,"007898"
"5bd1ff443085e8002dd9e758","130062TY","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e760","130093TY","v1","90370",3283,3283,3283,100,"007898"
"5bd1ff443085e8002dd9e764","140022TY","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e766","140042TY","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e76f","150058TY","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e772","160005TY","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b10033664704","01TY264","v1","90370",3282,3285,3286,99.9,"ERL041834"
"6094289fde34b100a46646fb","01TY218","v1","90370",3263,3252,3263,99.4,"007898"
"6094289fde34b1049e6646d4","01TY101","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b10a7e66471f","01TY410","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b10b5c66472c","01TY481","v1","90370",3282,3278,3282,99.9,"007898"
"6094289fde34b10b61664728","01TY447","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b10bc2664713","01TY347","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b10eff6646c6","GB044","v1","90370",3283,3283,3283,100,"007898"
"6094289fde34b10fe766472a","01TY472","v1","90370",3280,3279,3280,99.9,"007898"
"6094289fde34b1109d6646d7","01TY122","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b111ec664712","01TY342","v1","90370",3282,3279,3282,99.9,"007898"
"6094289fde34b114346646f3","01TY163","v1","90370",3284,3283,3284,100,"ERL041834"
"6094289fde34b114976646c4","GB005","v1","90370",3282,3281,3282,99.9,"CT18"
"6094289fde34b116366646c5","GB026","v1","90370",3283,3283,3283,100,"ERL041834"
"6094289fde34b11872664729","01TY448","v1","90370",3282,3282,3282,99.9,"CT18"
"6094289fde34b1191a664708","01TY286","v1","90370",3282,3283,3286,99.9,"ERL041834"
"6094289fde34b11a1066472f","GB387","v1","90370",3281,3278,3281,99.9,"007898"
"6094289fde34b11beb6646ff","01TY242","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b11dc26646ef","01TY151","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b1202c6646d2","01TY090","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b1212e664719","01TY375","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b121b46646ce","GB580","v1","90370",3284,3284,3284,100,"UI4692"
"6094289fde34b1263f66471b","01TY394","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b126636646cd","GB368","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b128fe66470e","01TY315","v1","90370",3284,3283,3284,100,"UI4692"
"6094289fde34b129666646ee","01TY150","v1","90370",3280,3279,3280,99.9,"UI4692"
"6094289fde34b12ad56646dd","01TY073","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b12afd6646d1","01TY103","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b12f336646eb","01TY134","v1","90370",3283,3282,3283,100,"ERL041834"
"6094289fde34b131256646c3","GB125","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b13215664724","01TY441","v1","90370",3282,3281,3282,99.9,"007898"
"6094289fde34b132f76646fe","01TY233","v1","90370",3282,3281,3282,99.9,"007898"
"6094289fde34b1333c6646d8","01TY052","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b135d76646f5","01TY172","v1","90370",3283,3281,3283,100,"007898"
"6094289fde34b136ad6646e1","01TY086","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b136c86646f7","01TY205","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1372a66471a","01TY391","v1","90370",3284,3283,3284,100,"404Ty"
"6094289fde34b13816664720","01TY421","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b13938664717","01TY371","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b13e52664700","01TY256","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1458a664705","01TY267","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b146336646c9","GB276","v1","90370",3284,3286,3287,100,"ERL041834"
"6094289fde34b149706646f2","01TY157","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b149ea664723","01TY433","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b14a56664722","01TY432","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b14bfb664703","01TY261","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b14ca26646e0","01TY083","v1","90370",3283,3283,3283,100,"007898"
"6094289fde34b14d5366472d","01TY484","v1","90370",3218,3176,3225,98,"ERL041834"
"6094289fde34b14e6f6646e5","01TY099","v1","90370",3283,3282,3283,100,"UI4692"
"6094289fde34b14e836646f1","01TY154","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b14f10664706","01TY274","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b14f3d66470d","01TY313","v1","90370",3284,3283,3284,100,"UI4692"
"6094289fde34b15081664709","01TY301","v1","90370",3283,3281,3283,100,"007898"
"6094289fde34b15309664707","01TY283","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b154be6646d6","01TY112","v1","90370",3284,3283,3284,100,"007898"
"6094289fde34b1550f664715","01TY366","v1","90370",3282,3282,3282,99.9,"CT18"
"6094289fde34b155306646d0","01TY075","v1","90370",3269,3267,3269,99.5,"CT18"
"6094289fde34b15dda66471d","01TY405","v1","90370",3281,3282,3286,99.9,"ERL041834"
"6094289fde34b163b96646d5","01TY104","v1","90370",3284,3283,3284,100,"007898"
"6094289fde34b164f4664716","01TY370","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b166b2664714","01TY349","v1","90370",3284,3282,3284,100,"UI4692"
"6094289fde34b166f46646bf","GB199","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b168696646e6","01TY102","v1","90370",3280,3274,3281,99.9,"007898"
"6094289fde34b16eb566471e","01TY408","v1","90370",3283,3282,3283,100,"UI4692"
"6094289fde34b16f146646d3","01TY098","v1","90370",3269,3267,3269,99.5,"CT18"
"6094289fde34b1728d664727","01TY445","v1","90370",3282,3281,3282,99.9,"007898"
"6094289fde34b172ad6646f4","01TY170","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b177d86646d9","01TY061","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1786f664721","01TY426","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b178d66646e2","01TY088","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1794c664726","01TY444","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b17a8c6646f6","01TY191","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b17bdb6646fa","01TY216","v1","90370",3282,3281,3282,99.9,"007898"
"6094289fde34b17c82664711","01TY337","v1","90370",3284,3283,3284,100,"UI4692"
"6094289fde34b17ed96646e4","01TY096","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b17f35664735","GB710","v1","90370",3282,3280,3282,99.9,"007898"
"6094289fde34b180066646fc","01TY226","v1","90370",3283,3281,3283,100,"007898"
"6094289fde34b1810766470a","01TY305","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b187fe66470c","01TY312","v1","90370",3283,3282,3283,100,"UI4692"
"6094289fde34b188956646ca","GB281","v1","90370",3284,3284,3284,100,"UI4692"
"6094289fde34b18cf166471c","01TY397","v1","90370",3284,3281,3284,100,"007898"
"6094289fde34b18ec4664725","01TY443","v1","90370",3282,3281,3282,99.9,"007898"
"6094289fde34b1930e6646e3","01TY095","v1","90370",3283,3283,3284,100,"007898"
"6094289fde34b1934a6646c0","GB003","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b198046646dc","01TY069","v1","90370",3283,3279,3283,100,"007898"
"6094289fde34b199386646e9","01TY128","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b19b616646f0","01TY152","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1a54a6646da","01TY065","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1a7f06646f9","01TY211","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1b0d766470b","01TY311","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b1b2d5664718","01TY374","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b1b8a8664732","GB496","v1","90370",3236,3201,3236,98.5,"007898"
"6094289fde34b1ba726646db","01TY066","v1","90370",3283,3283,3283,100,"007898"
"6094289fde34b1c40666472e","01TY492","v1","90370",3282,3280,3282,99.9,"007898"
"6094289fde34b1c68b664734","GB705","v1","90370",3281,3280,3281,99.9,"CT18"
"6094289fde34b1c8b66646e8","01TY107","v1","90370",3283,3283,3283,100,"007898"
"6094289fde34b1cd006646ed","01TY142","v1","90370",3282,3281,3282,99.9,"007898"
"6094289fde34b1ced66646c1","GB031","v1","90370",3282,3280,3282,99.9,"007898"
"6094289fde34b1cfc76646fd","01TY230","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1d17e6646ec","01TY139","v1","90370",3260,3248,3260,99.3,"UI4692"
"6094289fde34b1d70f6646c2","GB076","v1","90370",3284,3284,3284,100,"007898"
"6094289fde34b1d9156646de","01TY077","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1dd6d6646f8","01TY208","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1ded366470f","01TY327","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1e09e664710","01TY332","v1","90370",3273,3261,3273,99.7,"UI4692"
"6094289fde34b1e436664730","GB428","v1","90370",3283,3281,3283,100,"UI4692"
"6094289fde34b1e4556646ea","01TY132","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1e6316646c7","GB071","v1","90370",3283,3282,3283,100,"007898"
"6094289fde34b1e94b6646cf","01TY072","v1","90370",3283,3282,3283,100,"Ty2"
"6094289fde34b1eb9c6646be","GB169","v1","90370",3283,3281,3283,100,"007898"
"6094289fde34b1edac664733","GB650","v1","90370",3278,3274,3278,99.8,"007898"
"6094289fde34b1ef85664701","01TY257","v1","90370",3284,3288,3289,100,"ERL041834"
"6094289fde34b1f4e5664702","01TY258","v1","90370",3282,3279,3282,99.9,"ERL041834"
"6094289fde34b1f80e6646e7","01TY105","v1","90370",3283,3285,3288,100,"ERL041834"
"6094289fde34b1f8246646cb","GB335","v1","90370",3284,3284,3285,100,"ERL041834"
"6094289fde34b1ffdd6646cc","GB336","v1","90370",3284,3286,3287,100,"ERL041834"
"614c640a48773022e8da8daf","2016AM-1783","v1","90370",3283,3282,3283,100,"007898"
"614c640a4877305528da8d11","PNUnited States of AmericaS076104","v1","90370",3283,3282,3283,100,"007898"
"614c640a48773060f8da8c36","PNUnited States of AmericaS031484","v1","90370",3274,3274,3274,99.7,"ERL041834"
"614c640a4877307028da8dc4","2016AM-2748","v1","90370",3283,3282,3283,100,"007898"
"614c640a4877308cd0da8e20","2016AM-0933","v1","90370",3283,3282,3283,100,"007898"
"614c640a487730a3d5da8cae","PNUnited States of AmericaS061104","v1","90370",3269,3255,3269,99.5,"007898"
"614c640a487730d03fda8c66","PNUnited States of AmericaS042438","v1","90370",3283,3282,3283,100,"007898"
"614c640a487730db4ada8c64","PNUnited States of AmericaS041985","v1","90370",3272,3268,3272,99.6,"007898"
"614c7d7d36a4e2837da373ea","P1095230","v1","90370",3273,3271,3273,99.7,"ERL041834"
"614c898436a4e2001fa37616","SEAP7508687","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2006da37763","SEAP7508883","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e20088a376a9","SEAP7508522","v1","90370",3284,3283,3284,100,"007898"
"614c898436a4e2013ca37687","SEAP7508507","v1","90370",3283,3283,3283,100,"007898"
"614c898436a4e201a4a3775c","SEAP7508877","v1","90370",3283,3283,3283,100,"ERL024120"
"614c898436a4e202f0a37730","SEAP7508843","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20394a37636","SEAP7508564","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20438a376d2","SEAP7508770","v1","90370",3282,3282,3282,99.9,"CT18"
"614c898436a4e20443a3764c","SEAP7508888","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e204cfa376f1","SEAP7508678","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2051ca37705","SEAP7508695","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e205b9a37671","SEAP7508498","v1","90370",3273,3272,3273,99.7,"ERL041834"
"614c898436a4e205bda37757","SEAP7508873","v1","90370",3283,3283,3283,100,"007898"
"614c898436a4e205ffa37713","SEAP7508713","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e2060fa3763c","SEAP7508860","v1","90370",3282,3280,3282,99.9,"007898"
"614c898436a4e206faa376cf","SEAP7508769","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20731a37756","SEAP7508758","v1","90370",3282,3282,3282,99.9,"CT18"
"614c898436a4e2073ea3765f","SEAP7508602","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e207daa376a7","SEAP7508638","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2084fa3772b","SEAP7508731","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20862a3763a","SEAP7508857","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e208e0a3762e","SEAP7508826","v1","90370",3274,3274,3274,99.7,"ERL041834"
"614c898436a4e2091aa376c1","SEAP7508662","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2098ba376f8","SEAP7508790","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e209b1a37628","SEAP7508780","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e209dca3771f","SEAP7508723","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20a4da37704","SEAP7508694","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20b99a37631","SEAP7508841","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20bc8a37729","SEAP7508835","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e20c2da37700","SEAP7508692","v1","90370",3279,3274,3279,99.8,"007898"
"614c898436a4e20e59a3773a","SEAP7508849","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e20e7ea37634","SEAP7508847","v1","90370",3280,3273,3280,99.9,"007898"
"614c898436a4e20fa4a376c5","SEAP7508649","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e21037a37640","SEAP7508867","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e21067a37727","SEAP7508834","v1","90370",3282,3280,3282,99.9,"D50739"
"614c898436a4e2106ba376c0","SEAP7508647","v1","90370",3274,3274,3274,99.7,"ERL041834"
"614c898436a4e21099a376b4","SEAP7508643","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e210d2a37629","SEAP7508553","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e210f6a37709","SEAP7508801","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2117fa3764a","SEAP7508887","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e2126ba376b0","SEAP7508526","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2132da376df","SEAP7508898","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e213eca37614","SEAP7508685","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2155ba37661","SEAP7508486","v1","90370",3284,3283,3284,100,"D50739"
"614c898436a4e215ffa37676","SEAP7508616","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2168ea37752","SEAP7508870","v1","90370",3284,3284,3284,100,"ERL041834"
"614c898436a4e216bea376b2","SEAP7508620","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e218b2a37656","SEAP7508595","v1","90370",3283,3281,3283,100,"007898"
"614c898436a4e2192da37745","SEAP7508859","v1","90370",3282,3281,3282,99.9,"CT18"
"614c898436a4e21a19a3763b","SEAP7508570","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e21a97a37712","SEAP7508813","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e21ceca376fc","SEAP7508684","v1","90370",3280,3280,3280,99.9,"ERL072973"
"614c898436a4e21e1da3765c","SEAP7508482","v1","90370",3284,3283,3284,100,"007898"
"614c898436a4e21e5aa376ad","SEAP7508640","v1","90370",3283,3283,3283,100,"007898"
"614c898436a4e21f60a376b8","SEAP7508659","v1","90370",3284,3283,3284,100,"UI4692"
"614c898436a4e21f7ba376dd","SEAP7508665","v1","90370",3274,3274,3274,99.7,"ERL041834"
"614c898436a4e22073a376b1","SEAP7508642","v1","90370",3274,3273,3274,99.7,"ERL041834"
"614c898436a4e220b1a37674","SEAP7508615","v1","90370",3284,3286,3288,100,"ERL041834"
"614c898436a4e220b6a376e1","SEAP7508899","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e221a7a37673","SEAP7508499","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e221c3a376f7","SEAP7508680","v1","90370",3284,3283,3284,100,"D50739"
"614c898436a4e2223ba37650","SEAP7508588","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e222bfa37692","SEAP7508567","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2235ba3773b","SEAP7508740","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2236ea37659","SEAP7508597","v1","90370",3283,3281,3283,100,"007898"
"614c898436a4e22375a376ee","SEAP7508673","v1","90370",3283,3282,3283,100,"D50739"
"614c898436a4e223a4a37620","SEAP7508737","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e223efa3774e","SEAP7508752","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e22407a376fd","SEAP7508794","v1","90370",3259,3245,3259,99.2,"007898"
"614c898436a4e22418a37658","SEAP7508596","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e22426a376f2","SEAP7508788","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e22440a376c2","SEAP7508533","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e22444a376cd","SEAP7508652","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2246ea3771e","SEAP7508828","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e22486a37617","SEAP7508688","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2252ba37746","SEAP7508747","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e225faa37708","SEAP7508697","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e22783a3764f","SEAP7508901","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e22834a376d7","SEAP7508774","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e22854a376d5","SEAP7508773","v1","90370",3284,3287,3288,100,"ERL041834"
"614c898436a4e22883a376bc","SEAP7508660","v1","90370",3284,3283,3284,100,"D50739"
"614c898436a4e228aca37737","SEAP7508738","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e228d0a37623","SEAP7508550","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e22902a37711","SEAP7508710","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2297da376a3","SEAP7508520","v1","90370",3283,3283,3283,100,"007898"
"614c898436a4e229b6a37721","SEAP7508725","v1","90370",3284,3283,3284,100,"ERL041834"
"614c898436a4e229bba37747","SEAP7508861","v1","90370",3282,3280,3282,99.9,"007898"
"614c898436a4e22a35a3760c","SEAP7508675","v1","90370",3282,3285,3286,99.9,"ERL041834"
"614c898436a4e22a8ba3765d","SEAP7508601","v1","90370",3284,3282,3284,100,"D50739"
"614c898436a4e22b5fa376bd","SEAP7508646","v1","90370",3283,3283,3283,100,"007898"
"614c898436a4e22b86a3773c","SEAP7508741","v1","90370",3283,3281,3283,100,"007898"
"614c898436a4e22b9aa37646","SEAP7508884","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e22ceea37762","SEAP7508765","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e22d41a3771d","SEAP7508722","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e22f11a376e7","SEAP7508782","v1","90370",3283,3282,3283,100,"UI4692"
"614c898436a4e22f2ca37619","SEAP7508689","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e22f8da3768a","SEAP7508508","v1","90370",3284,3286,3288,100,"ERL041834"
"614c898436a4e23031a37639","SEAP7508856","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2319da376d9","SEAP7508658","v1","90370",3283,3280,3283,100,"UI4692"
"614c898436a4e231a2a376f6","SEAP7508911","v1","90370",3284,3283,3284,100,"D50739"
"614c898436a4e23325a3768d","SEAP7508627","v1","90370",3284,3283,3284,100,"D50739"
"614c898436a4e2339ba37684","SEAP7508506","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2345ea37624","SEAP7508771","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e234e5a3767d","SEAP7508491","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e234efa37736","SEAP7508846","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e23671a3773d","SEAP7508850","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e23682a37759","SEAP7508874","v1","90370",3283,3283,3283,100,"007898"
"614c898436a4e236e9a3769f","SEAP7508579","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e23741a376f9","SEAP7508681","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e237bda37755","SEAP7508872","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e237c2a37612","SEAP7508683","v1","90370",3284,3283,3284,100,"UI4692"
"614c898436a4e237f8a3763f","SEAP7508573","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e2385da3768b","SEAP7508626","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e23877a3768e","SEAP7508561","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e238eaa37618","SEAP7508544","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e2390ba3775d","SEAP7508762","v1","90370",3281,3280,3281,99.9,"E98-0664_66"
"614c898436a4e23a56a376b7","SEAP7508644","v1","90370",3284,3284,3284,100,"007898"
"614c898436a4e23a81a3774c","SEAP7508864","v1","90370",3283,3282,3283,100,"007898"
"614c898436a4e23acda376f4","SEAP7508679","v1","90370",3281,3280,3281,99.9,"007898"
